4080,0.000772953,1.8944926471
8175,0.0015769,1.9289296636
16360,0.00338507,2.0691136919
32739,0.00686908,2.0981337243
65506,0.0136211,2.0793667756
131042,0.0303581,2.3166694648
262111,0.0614982,2.3462655135
524248,0.123316,2.3522455021
1048540,0.243539,2.3226486352
2097111,0.502504,2.3961726394
4194262,0.990461,2.3614666895
8388560,2.01463,2.4016398524
16777173,4.03425,2.4046065449
33554392,7.77229,2.316325684
